uid,activity_sector,PREVIOUS_DEP,JOB_DEP,JOB_DESCRIPTION,type_of_contract,Occupational_status,job_condition,employer_type,WORKING_HOURS,employee_count
86860,"QB","85","85","526a","CDI","O","P","ct_8",911,"tr_5"
86873,"PZ","35","35","525a","CDI","O","P","ct_8",1096,"tr_1"
86875,"QB","83","83","434b","CDI","O","C","ct_8",1820,"tr_3"
86880,"GZ","59","62","653a","CDI","O","C","ct_9",731,"tr_2"
86888,"MA","28","28","373a","CDI","O","P","ct_9",1344,"tr_2"
86890,"JC","30","92","373b","CDI","O","C","ct_9",1806,"tr_6"
86902,"QB","27","27","526d","CDI","O","C","ct_8",791,"tr_2"
86925,"QB","56","56","563a","CDI","O","N","ct_7",1534,"tr_1"
86937,"PZ","13","13","525b","CDI","O","P",NA,278,NA
86943,"CK","60","93","653a","CDI","O","C","ct_9",1821,"tr_3"
86945,"KZ","59","59","372c","CDI","O","C","ct_9",1820,"tr_5"
86960,"OZ","93","75","524b","CDI","O","C","ct_1",1820,"tr_5"
86961,"JC","06","06","388c","CDI","O","C","ct_9",1820,"tr_6"
86970,"NZ","34","34","461b","CDI","O","P",NA,281,"tr_1"
86975,"QA","19","19","526e","CDI","O","C","ct_9",1638,"tr_2"
86988,"QB","65","65","526d","CDI","O","C","ct_8",1429,"tr_4"
86994,"FZ","91","91","382d","CDI","O","P","ct_9",1130,"tr_1"
86995,"FZ","49","49","632f","CDI","O","C","ct_9",1742,"tr_1"
86996,"QB","30","30","526c","CDI","O","C","ct_9",1013,"tr_1"
86998,"QB","06","06","563b","CDI","O","C","ct_9",1576,"tr_3"
87001,"OZ","34","34","451g","CDI","O","C","ct_2",1820,"tr_6"
87007,"PZ","75","75","525a","CDI","O","P","ct_9",1095,"tr_2"
87019,"QB","81","81","434f","CDI","O","C","ct_8",1761,"tr_4"
87024,"CA","22","22","674b","CDI","O","P","ct_9",1417,"tr_6"
87035,"KZ","92","75","374c","CDI","O","C","ct_9",1820,"tr_6"
87041,"TZ","47","47","563c","AUT","O","C",NA,679,NA
87044,"CK","86","86","474c","CDI","O","C","ct_9",1754,"tr_5"
87051,"GZ","41","95","463c","CDI","O","C","ct_9",1733,"tr_5"
87055,"QA","45","45","431a","AUT","O","C","ct_3",1818,"tr_5"
87060,"OZ","35","35","523b","AUT","O","C","ct_1",758,"tr_6"
87061,"MA","78","78","461d","CDI","O","C","ct_9",1711,"tr_3"
87062,"QB","38","38","526d","CDI","O","P","ct_8",184,"tr_4"
87067,"QB","45","45","526d","CDI","O","P","ct_9",865,"tr_4"
87068,"CH","47","47","676a","CDI","O","C","ct_9",1697,"tr_2"
87069,"QB","40","40","563b","CDI","O","N","ct_7",1624,"tr_1"
87074,"KZ","44","44","545b","CDI","O","C","ct_9",1818,"tr_1"
87083,"MA","95","92","461b","CDI","O","C","ct_9",1821,"tr_6"
87089,"QB","64","64","632k","CDI","O","C","ct_8",1820,"tr_4"
87093,"RZ","94","06","353b","CDI","O","C","ct_8",700,"tr_1"
87101,"IZ","71","42","561b","CDI","O","C","ct_9",1205,"tr_2"
87114,"JA","92","75","462e","CDI","O","C","ct_9",1820,"tr_6"
87128,"TZ","41","41","563b","AUT","O","P",NA,1546,NA
87136,"PZ","30","30","525a","CDI","O","C","ct_8",1820,"tr_2"
87137,"LZ","08","08","524b","CDI","O","C","ct_5",1670,"tr_5"
87143,"NZ","93","60","684a","CDI","O","P","ct_9",917,"tr_6"
87145,"DZ","01","69","386b","CDI","O","C","ct_9",1820,"tr_5"
87152,"OZ","78","78","531b","AUT","O","C","ct_2",1536,"tr_6"
87154,"CH","88","88","634b","CDI","O","P","ct_9",1214,"tr_2"
87158,"CG","93","93","632b","CDI","O","C","ct_9",1368,"tr_1"
87162,"FZ","25","25","481b","CDI","O","C","ct_9",1365,"tr_5"
87165,"QB",NA,NA,"563a","CDI","O","N","ct_7",3000,"tr_1"
87182,"JA","91","75","451e","CDI","O","C","ct_9",978,"tr_1"
87193,"PZ","30","30","422e","CDI","O","C","ct_8",1225,"tr_3"
87212,"FZ","10","10","621a","CDI","O","C","ct_9",1747,"tr_4"
87214,"PZ","59","59","422c","CDI","O","P","ct_8",1419,"tr_5"
87224,"TZ","16","16","563c","CDI","O","C",NA,1349,NA
87227,"NZ","78","78","564a","CDI","O","C","ct_8",3000,"tr_1"
87233,"GZ","13","13","552a","CDI","O","P","ct_9",1697,"tr_0"
87242,"QB","62","62","434f","CDI","O","C","ct_8",1797,"tr_5"
87251,"CH","30","30","384b","CDI","O","C","ct_9",1638,"tr_3"
87258,"QB","93","93","525d","CDI","O","P","ct_9",1118,"tr_4"
87271,"CJ","72","72","673c","CDI","O","P","ct_9",1365,"tr_6"
87273,"QB","38","38","526a","AUT","O","C","ct_3",1722,"tr_5"
87280,"TZ","68","68","563c","CDI","O","C",NA,510,NA
87297,"CA","61","61","542a","CDI","O","C","ct_9",1827,"tr_5"
87309,"GZ","93","75","676c","CDI","O","C","ct_9",1741,"tr_3"
87319,"OZ","62","62","563b","CDI","O","C","ct_8",1676,"tr_6"
87325,"QB","04","04","434f","CDI","O","C","ct_8",1828,"tr_5"
87329,"NZ","28","28","684a","CDI","O","P","ct_9",1932,"tr_3"
87330,"OZ","56","56","461f","CDI","O","P","ct_1",1456,"tr_4"
87334,"QB","17","17","434c","CDI","O","C","ct_8",1820,"tr_4"
87339,"PZ","45","45","341a","AUT","O","C","ct_1",2043,"tr_5"
87343,"CG","63","63","473c","CDI","O","C","ct_9",1531,"tr_6"
87360,"CC","44","44","543b","CDI","O","C","ct_9",1989,"tr_4"
87366,"CA","29","29","625f","CDI","O","P","ct_9",1438,"tr_6"
87380,"OZ","59","59","621f","AUT","O","C","ct_2",1764,"tr_6"
87383,"FZ","68","67","632c","CDI","O","C","ct_9",1374,"tr_2"
87384,"CA","64","64","674b","CDI","O","P","ct_9",656,"tr_3"
87393,"CG","51","51","674a","CDI","O","C","ct_9",1912,"tr_5"
87394,"SZ","08","08","653a","CDI","O","C","ct_9",1345,"tr_2"
87409,"PZ","68","68","523b","CDI","O","C","ct_1",1820,"tr_6"
87413,"OZ","25","25","621f","CDI","O","C",NA,316,NA
87414,"GZ","95","95","653a","CDI","O","C","ct_9",1610,"tr_5"
87416,"QB","83","83","526a","CDI","O","C",NA,141,NA
87418,"QB","51","51","526c","CDI","O","C","ct_8",1547,"tr_3"
87419,"QA","07","07","632k","CDD","O","C","ct_3",1820,"tr_6"
87423,"GZ","81","81","554e","CDI","O","C",NA,423,NA
87428,"QB","45","45","525d","CDI","O","C","ct_3",1820,"tr_4"
87430,"OZ","33","33","543h","CDI","O","C","ct_8",914,"tr_6"
87437,"CE","57","57","477b","CDI","O","C","ct_9",606,"tr_3"
87443,"FZ","30","30","621a","CDI","O","C","ct_9",768,"tr_3"
87452,"OZ","34","34","451e","CDI","O","C","ct_8",1137,"tr_3"
87455,"QB","38","38","526a","CDI","O","P","ct_8",1352,"tr_6"
87461,"NZ","92","93","372d","CDI","O","C","ct_9",1649,"tr_1"
87468,"HZ","54","54","521a","AUT","O","P","ct_9",1274,"tr_4"
87483,"NZ","31","31","628g","CDI","O","C","ct_9",1526,"tr_4"
87486,"NZ","78","91","684a","CDI","O","C","ct_9",1745,"tr_6"
87487,"QB","59","59","526a","CDI","O","C","ct_9",1690,"tr_4"
87492,"MA","56","91","552a","CDI","O","C","ct_9",1517,"tr_6"
87493,"HZ","33","33","676a","CDI","O","C","ct_9",2056,"tr_1"
87494,"PZ",NA,NA,"421b","CDI","O","C","ct_8",1820,"tr_1"
87503,"QA","68","68","526a","CDI","O","P","ct_8",962,"tr_1"
87510,"CA","59","59","625b","CDI","O","C","ct_9",1854,"tr_3"
87515,"CB","93","93","641a","CDI","O","P",NA,312,NA
87525,"QA","66","66","674c","CDI","O","C","ct_9",438,"tr_2"
87528,"OZ","29","29","524c","AUT","X","P","ct_2",1039,"tr_5"
87534,"FZ","74","59","681b","CDI","O","C","ct_9",317,"tr_1"
87545,"OZ","06","06","376e","CDI","O","C","ct_8",2036,"tr_6"
87558,"IZ","93","95","561f","CDI","O","C","ct_9",1476,"tr_6"
87564,"HZ","35","35","451a","AUT","O","C","ct_9",1820,"tr_6"
87570,"TZ","86","86","563c","CDI","O","C",NA,1203,NA
87581,"OZ","87","87","333f","CDI","O","C",NA,151,NA
87591,"CA","41","41","674c","CDI","O","C","ct_9",1736,"tr_5"
87604,"QB","58","58","525d","CDI","O","C","ct_8",1820,"tr_4"
87605,"GZ","75","75","554e","CDI","O","C","ct_9",565,"tr_1"
87612,"CE","13","13","461b","CDI","O","C","ct_9",1872,"tr_6"
87618,"QB","91","91","525d","CDI","O","C","ct_9",2409,"tr_3"
87619,"MB","34","30","451e","CDI","O","C","ct_1",1841,"tr_6"
87635,"IZ","33","33","636d","CDI","O","P","ct_9",640,"tr_1"
87639,"FZ","50","63","622c","CDI","O","C","ct_9",530,"tr_5"
87643,"PZ","69","69","341a","CDI","O","C","ct_8",1401,"tr_3"
87644,"GZ","31","31","652a","CDI","O","C","ct_9",1654,"tr_2"
87650,"GZ","82","82","462b","CDI","O","C","ct_9",1820,"tr_6"
87663,"QA","40","40","525d","CDI","O","C","ct_9",1321,"tr_5"
87669,"RZ","21","21","435b","CDI","O","C",NA,375,NA
87672,"TZ","75","75","563a","CDI","O","C",NA,240,NA
87677,"QA","10","10","526a","CDI","O","P",NA,140,NA
87682,"NZ","62","62","684a","CDI","O","C","ct_9",1119,"tr_6"
87684,"CG","07","07","543b","CDI","O","P","ct_9",1448,"tr_4"
87686,"TZ","58","58","563c","AUT","O","C",NA,392,NA
87696,"CH","02","02","674c","CDI","O","C","ct_9",1785,"tr_3"
87698,"QB","13","13","563b","CDI","O","N","ct_7",2295,"tr_1"
87700,"QB","59","59","563b","AUT","O","P","ct_2",1514,"tr_6"
87703,"KZ","37","37","467c","CDI","O","C","ct_9",1792,"tr_2"
87704,"RZ","29","29","424a","CDI","O","P","ct_9",789,"tr_1"
87706,"QB","78","78","526a","CDI","O","C","ct_8",2890,"tr_3"
87708,"RZ","29","29","542a","CDI","O","P","ct_8",549,"tr_1"
87714,"QA","54","54","526a","CDI","O","C","ct_8",796,"tr_6"
87717,"NZ","93","77","534a","CDI","O","C","ct_9",434,"tr_6"
87722,"QA","93","93","526e","CDI","O","C","ct_9",2200,"tr_2"
87723,"IZ","71","71","636d","CDI","O","P","ct_9",298,"tr_3"
87728,"PZ","95","95","525b","CDI","O","C","ct_8",1820,"tr_4"
87729,"CM","67","67","628b","CDI","O","C","ct_9",680,"tr_6"
87743,"NZ","13","13","684a","CDI","O","C","ct_9",3000,"tr_6"
87744,"CA","62","62","676c","CDI","O","C","ct_9",1804,"tr_4"
87756,"QB","29","29","525d","CDI","O","P","ct_8",1486,"tr_4"
87764,"CK","39","39","623a","CDI","O","C","ct_9",986,"tr_5"
87776,"MA","21","33","651a","CDI","O","C","ct_9",373,"tr_1"
87777,"OZ","92","92","344b","CDI","O","C","ct_4",1820,"tr_5"
87785,"QB","27","27","526d","CDI","O","C","ct_8",1820,"tr_3"
87792,"QB","17","17","525d","CDI","O","C","ct_9",1834,"tr_4"
87809,"GZ","38","38","388b","CDI","O","C","ct_9",1820,"tr_5"
87811,"FZ","83","83","681a","CDI","O","C","ct_9",385,"tr_0"
87826,"CM","63","63","543f","CDI","O","P","ct_9",504,"tr_2"
87844,"NZ","44","44","543h","TTP","O","C","ct_9",379,"tr_1"
87850,"QB","13","13","525d","CDI","O","C","ct_8",1760,"tr_4"
87868,"IZ","77","75","389a","CDI","O","C","ct_9",1285,"tr_5"
87876,"PZ","45","93","423b","CDI","O","C",NA,164,NA
87889,"CE","62","62","628g","CDI","O","C","ct_9",890,"tr_5"
87890,"QB","13","13","431f","CDI","O","P","ct_8",1335,"tr_4"
87909,"QA","16","86","526e","CDI","O","C","ct_6",1357,"tr_1"
87911,"FZ","57","57","621a","CDI","O","C","ct_9",1799,"tr_3"
87921,"HZ","57","57","451a","CDI","O","P","ct_9",1274,"tr_3"
87925,"CI","33","33","477a","CDI","O","P","ct_9",1784,"tr_5"
87932,"KZ","59","59","467c","CDI","O","C","ct_9",1820,"tr_6"
87943,"AZ","12","12","543h","CDI","O","C",NA,189,NA
87950,"FZ","57","57","632j","CDI","O","C","ct_9",1820,"tr_1"
87953,"GZ","59","59","553c","CDI","O","P","ct_9",1537,"tr_5"
87965,"QB","50","50","431b","CDI","O","C","ct_8",910,"tr_3"
87969,"PZ","56","56","525a","CDI","O","P","ct_8",1311,"tr_1"
87973,"MC","78","78","653a","CDI","O","C","ct_9",1878,"tr_5"
87988,"GZ","16","16","542a","CDI","O","C","ct_9",915,"tr_1"
87989,"IZ","33","33","561b","CDI","O","C","ct_9",1240,"tr_1"
87990,"GZ","73","73","543b","CDI","O","C","ct_9",1881,"tr_3"
88016,"NZ","95","92","534a","CDI","O","C","ct_9",1868,"tr_3"
88019,"NZ","35","35","676e","CDI","O","C","ct_9",1848,"tr_3"
88026,"QA","69","69","525d","CDI","O","C","ct_9",1840,"tr_5"
88032,"GZ","06","06","552a","CDI","O","P","ct_9",1479,"tr_6"
88034,"CA","14","14","628a","CDI","O","C","ct_9",1855,"tr_6"
88050,"SZ","78","78","685a","CDI","O","C","ct_9",1875,"tr_5"
88059,"CA","85","85","625d","CDI","O","C","ct_9",1768,"tr_4"
88060,"CG","49","49","674a","CDI","O","C","ct_9",487,"tr_3"
88073,"FZ","29","29","621a","CDI","O","C","ct_9",1664,"tr_6"
88086,"MA","78","78","461f","CDI","O","C","ct_9",1883,"tr_4"
88101,"FZ","44","44","472c","CDI","O","C","ct_9",807,"tr_2"
88103,"PZ","14","14","423b","CDI","O","P","ct_9",375,"tr_1"
88113,"NZ","07","69","462d","CDI","O","C",NA,319,"tr_3"
88121,"NZ","56","56","674c","CDI","O","C",NA,169,"tr_1"
88124,"CG","43","42","675c","CDI","O","C","ct_9",1504,"tr_5"
88139,"GZ","51","77","388d","CDI","O","C","ct_9",1820,"tr_2"
88161,"HZ","75","77","466a","CDI","O","P","ct_9",976,"tr_6"
88175,"PZ","35","35","423b","CDI","O","C","ct_9",767,"tr_5"
88186,"HZ","56","56","641b","CDI","O","P","ct_9",891,"tr_5"
88190,"NZ","67","67","684a","CDI","O","C","ct_9",262,"tr_1"
88193,"CE","94","75","554f","CDI","O","C","ct_9",1820,"tr_2"
88197,"CA","72","72","543b","CDD","O","C","ct_9",1501,"tr_6"
88198,"FZ","44","44","632a","CDI","O","C","ct_9",579,"tr_1"
88211,"CI","29","29","672a","CDI","O","C","ct_9",1820,"tr_5"
88226,"CC","67","68","674e","CDI","O","C","ct_9",1943,"tr_6"
88240,"KZ","44","44","477a","CDI","O","C","ct_9",1820,"tr_2"
88246,"CM","57","57","624c","CDI","O","C","ct_9",1836,"tr_2"
88247,"MA","38","38","461b","CDI","O","C",NA,207,NA
88248,"QB","30","13","563b","CDI","O","P","ct_9",1231,"tr_2"
88257,"QA","17","16","526e","CDI","O","C","ct_9",1054,"tr_3"
88261,"DZ","30","30","485a","CDI","O","C","ct_9",933,"tr_3"
88266,"OZ","59","59","421b","AUT","O","C","ct_1",2204,"tr_6"
88269,"HZ","2B","2B","643a","CDI","O","C","ct_9",1893,"tr_5"
88275,"QB","81","81","468b","CDI","O","C","ct_9",1539,"tr_4"
88277,"NZ","92","95","684a","CDI","O","P","ct_9",1360,"tr_2"
88278,"QB","78","78","525d","CDI","O","C","ct_8",1820,"tr_3"
88281,"NZ","13","13","543f","CDI","O","C","ct_9",1436,"tr_3"
88287,"QB","83","83","526a","CDI","O","C","ct_9",1156,"tr_4"
88292,"CA","56","56","625g","CDI","O","C","ct_9",1771,"tr_6"
88293,"MA","31","31","655a","CDI","O","C","ct_9",1396,"tr_6"
88306,"CH","62","59","474c","CDI","O","C","ct_9",1608,"tr_6"
88318,"QB","13","13","563a","AUT","O","C","ct_2",1820,"tr_6"
88321,"EZ","19","19","523c","AUT","O","C","ct_2",1819,"tr_3"
88322,"HZ","95","93","546c","CDI","O","C","ct_9",1820,"tr_5"
88326,"QB","51","51","525d","CDI","O","P","ct_8",685,"tr_3"
88345,"MA","92","93","542a","CDI","O","C","ct_9",1652,"tr_4"
88349,"HZ","80","80","643a","CDI","O","C","ct_9",1822,"tr_3"
88353,"SZ","59","59","564b","CDI","O","P","ct_8",1260,"tr_2"
88364,"FZ","69","69","632a","CDI","O","C","ct_9",1591,"tr_3"
88370,"QB",NA,NA,"526a","AUT","O","C","ct_3",1820,"tr_5"
88374,"CH","63","63","626b","CDI","O","C","ct_9",1504,"tr_6"
88375,"GZ","13","13","676a","CDI","O","C","ct_9",304,"tr_3"
88376,"QB","62","62","563b","CDI","O","N","ct_7",394,"tr_1"
88401,"NZ","95","75","684a","CDI","O","C","ct_8",1097,"tr_1"
88403,"GZ","54","54","552a","CDI","O","P","ct_9",421,"tr_5"
88405,"CA","19","19","674c","CDI","O","C","ct_9",1443,"tr_2"
88430,"QA","31","31","632k","CDI","O","C","ct_9",1177,"tr_6"
88450,"MA","35","35","542a","CDD","O","C","ct_9",1181,"tr_1"
88463,"KZ","38","38","676c","CDI","O","C","ct_5",978,"tr_4"
88478,"CL","93","78","628g","CDI","O","C","ct_9",1846,"tr_6"
88481,"HZ","69","69","344b","CDI","O","P","ct_9",842,"tr_5"
88501,"SZ",NA,NA,"543g","CDI","O","P","ct_9",910,"tr_1"
88513,"NZ","92","91","684a","CDI","O","P","ct_9",501,"tr_6"
88514,"NZ",NA,NA,"564b","CDD","O","P","ct_8",505,"tr_3"
88522,"OZ","95","95","545d","CDI","O","C","ct_8",2044,"tr_1"
88523,"NZ","91","91","676c","TTP","O","C","ct_9",290,"tr_1"
88538,"MA","94","93","681b","CDI","O","C",NA,167,NA
88568,"QB","89","89","563a","CDI","O","N","ct_7",703,"tr_1"
88577,"NZ","59","59","684a","CDI","O","P","ct_9",875,"tr_5"
88578,"NZ","77","75","534a","CDI","O","C","ct_9",1406,"tr_6"
88594,"FZ","91","77","632a","CDI","O","C","ct_9",1106,"tr_0"
88630,"NZ","83","33","656c","CDI","O","C","ct_9",1725,"tr_1"
88632,"CA","60","80","462c","CDI","O","C","ct_9",1864,"tr_6"
88638,"PZ","72","72","421b","CDI","O","C","ct_8",2882,"tr_1"
88643,"GZ","75","91","676a","CDI","O","C","ct_9",1207,"tr_1"
88644,"QB","35","35","563b","CDI","O","C",NA,478,NA
88646,"CH","31","31","628c","CDI","O","C","ct_9",699,"tr_6"
88656,"RZ","93","75","354c","CDD","O","N","ct_8",861,"tr_1"
88658,"QA","01","69","432d","CDI","O","P","ct_3",727,"tr_6"
88675,"PZ","14","92","421b","CDI","O","C","ct_8",3000,"tr_4"
88722,"QB","62","62","525d","CDI","O","P","ct_8",1274,"tr_3"
88723,"QA","67","67","525d","CDI","O","C","ct_8",1580,"tr_6"
88731,"CL","13","13","624b","CDI","O","C","ct_9",1678,"tr_6"
88738,"HZ","64","64","641a","CDI","O","C","ct_9",2200,"tr_3"
88760,"QA","80","80","525d","CDI","O","C","ct_9",679,"tr_5"
88763,"HZ","65","64","641b","CDI","O","P","ct_9",525,"tr_1"
88764,"TZ",NA,NA,"563c","CDI","O","N","ct_7",295,"tr_0"
88772,"HZ","11","11","641b","CDI","O","P","ct_9",787,"tr_4"
88778,"CF","27","14","625b","CDI","O","C","ct_9",1989,"tr_5"
88791,"QB","27","27","563b","CDI","O","C",NA,333,NA
88796,"NZ","94","94","684a","CDI","O","C","ct_9",2200,"tr_4"
88801,"QB","33","33","525d","CDI","O","P","ct_9",483,"tr_4"
88809,"IZ","69","69","561d","CDI","O","P","ct_9",820,"tr_3"
88814,"FZ","84","84","626b","CDI","O","C","ct_9",1785,"tr_2"
88815,"QB","45","45","435b","AUT","O","C","ct_3",1888,"tr_4"
88817,"CC","88","88","461b","CDI","O","C","ct_9",1617,"tr_1"
88834,"OZ","71","71","525a","AUT","O","C","ct_2",1819,"tr_6"
88838,"TZ","85","85","563c","CDI","O","P",NA,196,NA
88841,"NZ","75","75","684a","CDI","O","P","ct_9",1449,"tr_1"
88843,"TZ",NA,NA,"563c","CDI","O","C",NA,1061,NA
88852,"QB","59","59","563b","CDD","O","P",NA,188,NA
88886,"QB","38","38","563a","CDI","O","N","ct_7",1966,"tr_0"
88890,"FZ","78","91","461d","CDI","O","C","ct_9",1820,"tr_6"
88891,"EZ","67","54","387f","CDI","O","C","ct_9",727,"tr_1"
88897,"NZ","93","92","684a","CDI","O","C","ct_9",1433,"tr_2"
88920,"GZ","10","10","554c","CDI","O","C","ct_9",1744,"tr_4"
88933,"OZ","95","95","467d","CDI","O","C","ct_8",2044,"tr_6"
88948,"GZ","57","22","463e","CDI","O","N",NA,132,NA
88955,"IZ","92","95","561d","CDI","O","C","ct_9",1358,"tr_2"
88959,"GZ","80","80","641a","CDI","O","C","ct_9",1817,"tr_4"
88960,"NZ","94","94","534a","CDI","O","C","ct_9",589,"tr_6"
88977,"PZ","64","64","423b","CDI","O","P",NA,164,NA
88981,"CH","62","62","475b","CDI","O","C","ct_9",934,"tr_6"
88984,"MB","33","33","342g","CDI","O","C","ct_5",2080,"tr_6"
88999,"CG","87","87","674d","CDI","O","C","ct_9",1799,"tr_5"
89006,"RZ","75","75","354c","CDI","O","P","ct_8",420,"tr_1"
89007,"KZ","71","75","467c","CDI","O","C","ct_9",1821,"tr_4"
89008,"FZ","30","30","633a","CDI","O","C","ct_9",1345,"tr_2"
89010,"QA","31","31","525d","CDI","O","P","ct_9",566,"tr_6"
89013,"NZ","92","92","564a","CDI","O","P","ct_8",1820,"tr_1"
89014,"NZ","13","13","534a","CDI","O","C","ct_9",1623,"tr_1"
89020,"QA","59","59","684a","CDI","O","C",NA,261,NA
89024,"JC","94","94","534a","CDI","O","C","ct_9",1477,"tr_1"
89029,"CG","62","62","628g","CDI","O","C","ct_9",1931,"tr_6"
89034,"RZ","17","17","684a","CDI","O","P","ct_9",839,"tr_1"
89063,"CH","31","31","628a","CDI","O","C","ct_9",1748,"tr_4"
89070,"QB","42","71","526a","AUT","O","P","ct_3",1249,"tr_4"
89079,"CH","38","38","673a","CDI","O","C","ct_9",846,"tr_2"
89098,"QA","46","46","561d","CDI","O","C","ct_1",1834,"tr_2"
89100,"QB","14","14","525d","CDI","O","C","ct_9",1012,"tr_5"
89102,"NZ","37","37","388a","CDI","O","C","ct_9",2048,"tr_1"
89104,"OZ","61","61","621f","CDI","O","P","ct_2",1563,"tr_1"
89114,"OZ","37","37","525c","CDI","O","C",NA,372,NA
89121,"NZ","74","74","676a","CDI","O","P","ct_8",684,"tr_3"
89130,"GZ","17","94","461d","CDI","O","C","ct_9",707,"tr_1"
89134,"LZ","78","75","543b","CDI","O","P","ct_9",1566,"tr_2"
89150,"QA","38","38","434b","CDI","O","P","ct_8",546,"tr_6"
89153,"TZ","89","91","563c","CDI","O","N","ct_7",670,"tr_0"
89155,"NZ","03","63","684a","CDI","O","N",NA,246,"tr_1"
89157,"NZ","67","67","651a","TTP","O","N","ct_9",1586,"tr_1"
89160,"QB","14","14","526d","CDI","O","C","ct_8",1820,"tr_4"
89163,"HZ","59","59","676a","CDI","O","C","ct_9",1517,"tr_2"
89168,"MA","75","75","627b","CDI","O","C","ct_9",1273,"tr_5"
89175,"FZ",NA,NA,"632a","CDI","O","C",NA,274,NA
89185,"PZ","68","68","636d","CDI","O","C","ct_8",1322,"tr_1"
89187,"NZ","75","93","684a","CDI","O","C","ct_9",216,"tr_2"
89193,"FZ",NA,NA,"621c","CDI","O","C","ct_9",1673,"tr_2"
89204,"QA","93","75","526b","CDI","O","C","ct_8",1275,"tr_3"
89209,"QB","75","75","526a","CDI","O","P","ct_8",1456,"tr_5"
89213,"QA","78","78","526a","CDI","O","C","ct_9",3000,"tr_6"
89219,"QB","95","95","525d","CDI","O","C","ct_9",1827,"tr_3"
89230,"CH","38","38","372b","CDI","O","C","ct_9",1820,"tr_3"
89234,"SZ","35","73","477c","CDI","O","C","ct_9",2080,"tr_2"
89237,"TZ","75","75","563c","CDI","O","N","ct_7",1699,"tr_1"
89254,"QA","86","86","526a","CDI","O","C","ct_9",1908,"tr_5"
89257,"IZ","94","94","377a","CDI","O","C","ct_8",1505,"tr_3"
89270,"QB","28","28","563b","CDI","O","N","ct_7",1329,"tr_1"
89279,"NZ","78","77","534a","CDI","O","C","ct_9",524,"tr_6"
89292,"OZ","42","42","524c","CDI","O","P","ct_2",322,"tr_6"
89294,"LZ","44","44","632k","CDI","O","C","ct_9",1820,"tr_2"
89305,"QB","06","06","563a","CDI","O","N","ct_7",3000,"tr_1"
89309,"GZ","33","33","551a","CDI","O","C","ct_9",137,"tr_5"
89312,"MA","50","13","621a","CDI","O","C","ct_9",1456,"tr_6"
89314,"RZ","93","93","424a","CDI","O","C",NA,178,NA
89328,"PZ","07","07","525a","CDI","O","P","ct_8",1430,"tr_5"
89332,"QB","77","77","526a","CDI","O","C","ct_8",1337,"tr_4"
89381,"CH","69","69","474b","CDI","O","P","ct_9",1463,"tr_6"
89389,"NZ","78","95","676c","TTP","O","C","ct_9",600,"tr_1"
89395,"QA","91","92","543g","CDI","O","C","ct_9",910,"tr_5"
89398,"OZ",NA,NA,"621f","CDI","O","P","ct_2",1433,"tr_6"
89401,"IZ","93","77","653a","CDI","O","C","ct_9",711,"tr_6"
89405,"PZ","94","92","341a","CDI","O","P","ct_8",780,"tr_4"
89453,"QB","76","76","563a","CDI","O","N","ct_7",1634,"tr_1"
89454,"CM","38","38","461d","CDI","O","C","ct_9",1820,"tr_3"
89483,"OZ","77","77","621f","CDI","O","C",NA,297,NA
89487,"CL","69","69","475b","CDI","O","C","ct_9",1601,"tr_5"
89603,"QA","12","12","523d","CDI","O","P","ct_3",1638,"tr_6"
89613,"NZ","33","33","632a","TTP","O","C","ct_9",1352,"tr_1"
89629,"OZ",NA,NA,"524c","CDI","O","C","ct_2",1820,"tr_6"
89630,"TZ","62","62","563c","AUT","O","C",NA,348,NA
89640,"HZ",NA,NA,"643a","CDI","O","C","ct_9",1803,"tr_6"
89647,"PZ","57","57","525b","CDI","O","C","ct_1",2412,"tr_6"
89657,"KZ","78","93","371a","CDI","O","P","ct_9",1737,"tr_6"
89667,"HZ","94","75","451a","CDI","O","C","ct_9",1789,"tr_3"
89668,"QA","24","24","526a","CDI","O","C","ct_3",1667,"tr_6"
89669,"PZ","79","79","421b","CDI","O","C","ct_8",1820,"tr_1"
89671,"HZ","69","69","344b","CDI","O","P","ct_9",842,"tr_5"
89679,"CA","62","62","374a","CDI","O","C","ct_9",2148,"tr_1"
89686,"KZ","75","75","376a","CDI","O","C","ct_9",1796,"tr_6"
89689,"MC","93","75","627b","CDI","O","C","ct_9",962,"tr_5"
89691,"CE","60","93","475b","CDI","O","C","ct_9",1855,"tr_5"
89704,"IZ","57","57","468a","CDI","O","C","ct_9",1503,"tr_2"
89719,"QB","62","62","563a","CDI","O","N","ct_7",3000,"tr_1"
89723,"NZ","76","76","691e","CDD","O","C","ct_8",150,"tr_3"
89724,"OZ","34","34","451g","CDI","O","C","ct_2",1820,"tr_6"
89729,"RZ","39","39","543b","CDI","O","P","ct_8",525,"tr_0"
89732,"GZ","72","59","462e","CDI","O","C","ct_9",1820,"tr_2"
89736,"GZ","75","75","554e","CDI","O","C","ct_9",565,"tr_1"
89742,"HZ","91","77","641a","CDD","O","C","ct_9",793,"tr_3"
89762,"TZ","31","31","563c","CDI","O","C",NA,1397,NA
89774,"QB","80","80","563a","CDI","O","N","ct_7",478,"tr_0"
